_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
12	NF	112.92	114.75	1.83		those are the astronauts that went to the moon			
12	NF	116.85	117.62	0.77				page 7	
12	NF	117.89	120.99	3.1		each time, two astronauts stepped onto the moon's surface			
12	NF	126.09	126.98	0.89				page 8	
12	NF	127.24	132.36	5.12		astronauts wore spacesuits. spacesuits gave astronauts air to breathe.			
12	NF	133.06	137.33	4.27		cause you can't breathe the air on the moon, there's not enough oxygen for people			
12	NF	138.37	139.04	0.67		to breathe			
12	NF	139.74	141.4	1.66		and do you know what else is funny about the moon?			
12	NF	141.39	141.98	0.59			no		mm-hmm
12	NF	142.04	149.29	7.25		do you know that when you walk, you you float because the gravity is not the same as it is here			
12	NF	149.6	154.8	5.2		so you go boing, boing, boing as you walk			He's got him like a soda or something, hmm
12	NF	155.29	163.18	7.89		it's pretty cool. and you can actually like, spin around, and do cool things because you're lighter than you are here			
12	NF	163.24	164.02	0.78				page 9	
12	NF	164.69	170.21	5.52		astronauts could jump higher on the moon than they could on earth and they came down more slowly. it was almost like floating.			
12	NF	170.43	172.18	1.75		yeah, it's what I was just			
12	NF	172.85	174.15	1.3		talking about			
12	NF	174.02	174.71	0.69				page 10	
12	NF	176.22	177.37	1.15		oh ## this is cool			
12	NF	177.64	178.4	0.76			what?		
12	NF	178.62	184.3	5.68		when you're on the moon, it says from the moon, the astronauts could see the earth. the earth looked very far away			
12	NF	184.75	187.73	2.98		so this is where we live. do you know why it's so blue?			
12	NF	187.85	188.83	0.98			yeah, no		
12	NF	189.43	194.87	5.44		it's so blue because of all the oceans on earth. there's a lot of water. it makes the earth look blue.			
12	NF	195.73	197.7	1.97		when you're looking at it from far away			
12	NF	198.27	199.17	0.9				page 11	
12	NF	203.77	210.71	6.94		about every four weeks, the moon goes around the earth, and the sun shines on the moon and lights it up			
12	NF	212.21	218.77	6.56		that's why you know how when you look at the sky, sometimes the moon is very small and other times the moon is very big			
12	NF	219.47	220.05	0.58			no		
12	NF	220.54	230.2	9.66		you know that, right, sometimes you look at the moon and you just see a little sliver of a moon and other times you see, great big moon, and it's like, wow the moon is so big tonight			
12	NF	232.5	236.17	3.67			but why don't I see the moon all the time?		
12	NF	237.13	241.61	4.48		well the moon is, it's hard to see during the day, you can only see it			
12	NF	240.41	241.04	0.63			why?		
12	NF	242.2	243.63	1.43			once a year?		
12	NF	243.6	246.51	2.91		no, not once a year, you can only see it at night			
12	NF	247.56	256.1	8.54		and um, as the month goes on, at certain times of the month it's smaller and at other times of the month it looks bigger			
12	NF	257.39	262.71	5.32		um, it's just, it's just the way that it looks, like how much sun is shining on it			
12	NF	263.16	263.99	0.83				page 12	
12	NF	265.36	269.49	4.13		that, oh, see look at this book says right as I, right after I say it			
12	NF	269.69	271.22	1.53		that is why you can see it			
12	NF	271.39	274.6	3.21		when you see it as a bright circle, it's called a full moon			
12	NF	278.49	279.74	1.25		see how big it looks?			
12	NF	280.21	281.04	0.83			yeah		
12	NF	281.42	282.13	0.71				page 13	
12	NF	282.59	285.08	2.49		some nights, the moon is a half moon			
12	NF	288.41	292.17	3.76		actually, do you remember sometimes we look up at the moon and we can't see it at all?			
12	NF	292.6	293.25	0.65			yeah		
12	NF	293.52	294.34	0.82				page 14	
12	NF	294.64	295.54	0.9		that's unusual			
12	NF	296.021	301.151	5.13		other nights, the moon is a crescent moon. see, barely barely see it			
12	NF	301.361	302.431	1.07			I see it		
12	NF	302.371	304.811	2.44		see you can barely barely see it and it's called a crescent moon			
12	NF	305.791	306.461	0.67				page 15	
12	NF	306.891	310.761	3.87		now that you know more about the moon, would you still like to visit?			
12	NF	313.55	314.85	1.3		do you think you'd like to go to the moon?			
12	NF	314.94	315.43	0.49			yeah		
12	NF	316.87	318.78	1.91		maybe someday you can			
12	NF	319.77	322.36	2.59		do you know who's really interested in visiting the moon?			
12	NF	322.62	323.07	0.45			no		
12	NF	323.1	323.93	0.83		daddy			
12	NF	324.69	325.32	0.63			why?		
12	NF	325.34	332.27	6.93		ummdaddy's really into ummspace travel and things that happen in space			
12	NF	332.59	335.81	3.22		and he reads a lot about it and knows a lot about rockets			
12	NF	336.06	337.02	0.96			me too		
12	NF	336.31	336.93	0.62	nonfiction stop				
12	F	388.27	388.9	0.63	fiction start				
12	F	388.27	390.07	1.8		alright. do you want to sit down?			
12	F	390.49	391.87	1.38		look this one has animals			
12	F	394.72	396.61	1.89		##, why don't you sit down next to me			
12	F	396.39	396.77	0.38			no		
12	F	397.33	397.87	0.54			here		
12	F	399.46	401.21	1.75		what's next baby bear			
12	F	401.88	402.53	0.65				page 1	
12	F	403.46	406.19	2.73		 can I go to the moon, asked baby bear			
12	F	412.11	412.9	0.79				page 2	
12	F	413.28	418.4	5.12		no, it's your bathtime, said mrs. bear. anyway, you'd have to find a rocket first			
12	F	422.89	423.58	0.69				page 3	
12	F	424.1	426.9	2.8		baby bear found a rocket in the closet under the stairs			
12	F	430.41	431.09	0.68				page 4	
12	F	431.6	436.42	4.82		he found a space helmet in the kitchen and a pair of space boots by the front door			
12	F	438.82	440.31	1.49		that's funny what's that			
12	F	441.63	443.11	1.48			a cylinder?		
12	F	443.26	443.79	0.53		a what?			
12	F	443.86	445.03	1.17			a cylinder?		
12	F	445.21	446.57	1.36		you mean a colander			
12	F	446.78	447.71	0.93			a colander		
12	F	449.68	450.45	0.77				page 5	
12	F	451.23	453.86	2.63		he packed his teddy bear and some food for the journey			
12	F	459.92	460.52	0.6				page 6	
12	F	462.15	464.5	2.35		and took off up the chimney			
12	F	466.91	468.11	1.2		woah			
12	F	468.44	469.83	1.39			why you say woah		
12	F	469.59	472.56	2.97		I said woah cause he's shooting out the top of the chimney			
12	F	473.19	474.77	1.58		and what's on top of his house?			
12	F	475.19	477.36	2.17			a ki, kitty		
12	F	477.39	478.83	1.44		how'd the kitty get up there			
12	F	481.98	483.0	1.02			he climbed		
12	F	483.51	484.36	0.85		he climbed?			
12	F	485.24	485.74	0.5			no		
12	F	485.89	489.88	3.99		and how did he, how did his rocket shoot out of the chimney			
12	F	493.42	494.07	0.65				page 7	
12	F	493.86	495.1	1.24		it's a mystery			
12	F	495.56	499.33	3.77		what a great rocket said an owl flying past			
12	F	499.57	502.65	3.08		would you care to accompany me to the moon asked baby bear			
12	F	503.02	505.64	2.62		I would love to replied the owl			
12	F	507.45	508.15	0.7				page 8	
12	F	509.41	516.86	7.45		on and on they flew up and up above the clouds past millions of stars until at last they landed on the moon			
12	F	517.9	520.68	2.78		do you think if, an owl can really fly to the moon?			
12	F	522.23	523.06	0.83			yes		
12	F	523.52	525.87	2.35		I don't know about that I think it's a little bit far			
12	F	527.74	528.58	0.84				page 9	
12	F	530.05	534.35	4.3		there's nobody around here said baby bear. there are no trees, said the owl			
12	F	534.81	539.2	4.39		it's kind of boring, said baby bear. what do you think about a picnic, baby bear asked			
12	F	539.48	542.1	2.62		what a splendid idea said the owl			
12	F	545.4	546.72	1.32		what are they eating?			
12	F	551.64	552.86	1.22			cookies?		
12	F	553.0	554.23	1.23		cookies, and what else?			
12	F	555.76	558.73	2.97			juice, apples, honey?		
12	F	558.73	559.8	1.07		honey, yeah			
12	F	560.1	561.61	1.51		what is that owl drinking you think			
12	F	563.25	564.32	1.07			soda?		
12	F	564.323	566.513	2.19		soda? do you think owls drink soda?			
12	F	567.503	568.213	0.71			yeah		
12	F	568.203	568.903	0.7		yeah?			
12	F	569.003	569.993	0.99			some owls		
12	F	570.053	572.073	2.02		some owls? yeah maybe some owls do			
12	F	573.983	575.793	1.81		it's like they're having a tea party on the moon			
12	F	576.34	577.04	0.7				page 10	
12	F	577.59	580.92	3.33		we'd better go said baby bear because my bath must be ready by now			
12	F	581.45	589.74	8.29		and off they went, down and down, before he flew away said, before he flew away, it was nice to meet you, the owl said			
12	F	590.6	591.18	0.58				page 11	
12	F	592.13	596.63	4.5		home went baby bear back down the chimney and onto the carpet with a bump			
12	F	599.08	599.67	0.59				page 12	
12	F	600.08	605.93	5.85		mrs bear gasped as she came into the room. how did you get so dirty, she asked			
12	F	606.4	608.4	2.0		i found a rocket, said baby bear			
12	F	611.14	611.83	0.69				page 13	
12	F	613.21	616.86	3.65		I found a rocket, said baby bear, and then I flew to the moon			
12	F	617.29	620.58	3.29		oh my, what will you think of next said mrs. bear			
12	F	622.47	624.21	1.74		got pretty dirty going to the moon huh			
12	F	626.94	628.2	1.26	fiction end	oh that's it			
13	F	0.21	0.83	0.62	fiction start			Cover	
13	F	0.98	2.18	1.2			read this		
13	F	1.83	2.55	0.72		ok			
13	F	4.31	6.1	1.79		what next, baby bear			
13	F	7.3	8.72	1.42		Jill Murphy			
13	F	11.16	12.24	1.08		turn the page			
13	F	11.75	12.37	0.62				page 1	
13	F	13.44	16.33	2.89		can I go to the moon, asked baby bear			
13	F	19.07	20.16	1.09		turn the page			
13	F	20.42	21.47	1.05				page 2	
13	F	22.15	24.82	2.67		no it's your bathtime, said mrs. bear			mmkay.
13	F	25.48	28.34	2.86		anyway you'd have to find a rocket first			
13	F	32.65	33.55	0.9				page 3	
13	F	33.58	36.64	3.06		baby bear found a rocket in the closet under the stairs			
13	F	38.72	40.13	1.41			under the stairs?		
13	F	40.13	42.33	2.2		yeah under the stairs, where are the stairs			
13	F	43.21	44.43	1.22		is this the stairs?			
13	F	44.35	44.98	0.63			yeah		
13	F	45.0	45.64	0.64		yeah			
13	F	45.75	46.52	0.77				page 4	
13	F	47.27	52.83	5.56		he found a space helmet by the kitchen and a pair of space boots by the front door			
13	F	53.42	54.3	0.88		what's that?			
13	F	55.5	56.89	1.39			a space helmet		
13	F	58.07	59.33	1.26		space helmet?			
13	F	59.35	60.04	0.69			yeah		
13	F	60.0	60.65	0.65		yeah			
13	F	61.13	62.33	1.2		and his boots			
13	F	62.47	64.49	2.02		he's pretending his boots are space boots			
13	F	63.96	64.93	0.97				page 5	
13	F	64.54	65.18	0.64			yeah		
13	F	65.38	68.81	3.43		he packed his teddy bear and some food for the journey			
13	F	71.66	72.53	0.87				page 6	
13	F	72.66	74.41	1.75		and took off up the chimney			
13	F	76.32	77.71	1.39		in a box			
13	F	78.59	79.39	0.8			box?		
13	F	79.61	80.8	1.19		the chimney			
13	F	80.89	82.47	1.58			up the chimney		
13	F	81.4	82.15	0.75				page 7	
13	F	83.23	86.28	3.05		what a great rocket, said an owl flying past			
13	F	87.31	90.43	3.12		would you care to accompany me to the moon asked baby bear			
13	F	90.51	93.08	2.57		I would love to, replied the owl			
13	F	95.8	96.51	0.71				page 8	
13	F	97.61	106.62	9.01		on and on they flew, up and up above the clouds, past millions of stars until at last they landed on the moon			
13	F	107.12	107.98	0.86			the moon		
13	F	109.22	109.85	0.63				page 9	
13	F	111.13	115.81	4.68		there's nobody around here, said baby bear. there are no trees said the owl			
13	F	116.38	121.69	5.31		it's kind of boring, said baby bear. what do you think about a picnic, baby bear asked			
13	F	122.02	125.37	3.35		what a splendid idea said the owl			mm-hmm
13	F	126.09	127.24	1.15			said the owl		
13	F	128.35	129.11	0.76				page 10	He's got him like a soda or something, hmm
13	F	129.64	133.93	4.29		we'd better go, said baby bear. because my bath must be ready by now			
13	F	134.08	138.04	3.96		off they went down and down. before he flew away			
13	F	138.87	140.93	2.06		it was nice to meet you the owl said			
13	F	142.45	143.24	0.79				page 11	
13	F	146.15	151.21	5.06		home went baby bear, back down the chimney and onto the carpet with a bump			
13	F	152.29	153.32	1.03			look		
13	F	153.48	155.16	1.68		yeah, what			
13	F	155.14	157.94	2.8			I thought that word said thump		
13	F	157.86	159.4	1.54		yeah and they crashed			
13	F	159.32	160.45	1.13				page 12	
13	F	159.35	160.23	0.88			yeah		
13	F	160.22	161.1	0.88		yeah			
13	F	160.94	164.27	3.33			and, and and ruined		
13	F	164.16	165.84	1.68		and ruined, yeah			
13	F	166.56	169.34	2.78		mrs. bear gasped as she came into the room			
13	F	169.36	172.45	3.09		how did you get so dirty she asked			
13	F	173.18	176.5	3.32		I found a rocket, said baby bear			
13	F	178.1	178.93	0.83				page 13	
13	F	180.09	183.02	2.93		I found a rocket, said baby bear, and then I flew to the moon			
13	F	183.462	188.402	4.94		oh my what will you think of next, said mrs. bear			
13	F	191.022	192.552	1.53		the end			
13	F	192.882	193.892	1.01	fiction end				
13	NF	231.748	232.748	1.0	nonfiction start			Cover	
13	NF	232.868	233.928	1.06			read this		
13	NF	233.888	235.728	1.84		ok, there we go			
13	NF	236.808	238.748	1.94		when you look up at the moon			
13	NF	239.63	240.42	0.79				page 1	
13	NF	241.71	244.51	2.8		when you look up at the moon do you wish you could visit it			
13	NF	244.78	245.88	1.1			um, yeah		
13	NF	246.27	247.18	0.91		yeah			
13	NF	247.23	248.02	0.79				page 2	
13	NF	248.83	253.2	4.37		you'd see very tall mountains and wide flat plains there			
13	NF	254.67	256.93	2.26		you see ## the plains are			
13	NF	256.95	258.41	1.46			yeah what		
13	NF	258.08	259.62	1.54		they're kind of like fields			
13	NF	260.08	261.32	1.24			fields?		
13	NF	260.09	260.82	0.73				page 3	
13	NF	261.1	261.92	0.82		yeah			
13	NF	263.03	267.12	4.09		you would also see big rings called craters			
13	NF	267.67	268.12	0.45			and		
13	NF	267.99	268.51	0.52		see it?			
13	NF	268.58	269.16	0.58		you see it?			
13	NF	269.3	269.93	0.63			yeah		
13	NF	270.09	272.26	2.17			and then we'll blast it off		
13	NF	272.36	273.16	0.8		that's right			
13	NF	273.66	274.76	1.1		but wait			
13	NF	274.9	276.95	2.05		sit down. bottom down, bottom down			
13	NF	277.25	278.77	1.52		so where are the craters			
13	NF	278.83	280.03	1.2			right here and here		
13	NF	279.86	280.62	0.76		you're right			
13	NF	280.36	281.55	1.19			and there and there		
13	NF	281.01	281.88	0.87		you're right			
13	NF	281.78	282.97	1.19			and the tiny ones		
13	NF	283.14	284.09	0.95		you're right			
13	NF	284.11	286.11	2.0		there would be rocks all around you			
13	NF	286.35	287.2	0.85		see the rocks?			
13	NF	287.52	288.28	0.76			yeah		
13	NF	291.54	292.4	0.86				page 4	
13	NF	292.68	296.58	3.9		Since the moon has no air or water, there are no plants or animals there			
13	NF	296.95	301.2	4.25		##, that's probably not good, cause you know why? that could pinch you so let's not touch that			
13	NF	301.54	303.08	1.54		I'm gonna close it up			
13	NF	303.84	305.88	2.04		see that? that could pinch you			
13	NF	305.88	310.18	4.3		you see that, if you got your fingers stuck in there, then that would hurt. you want to leave those alone, ok			
13	NF	311.12	313.35	2.23		ahh, woah woah woah. you want to leave those alone			
13	NF	313.4	315.89	2.49			I'm not putting my fingers there		
13	NF	315.84	320.21	4.37		but you know what? you could accidentally pinch yourself			
13	NF	320.24	325.23	4.99		so for right now while we're reading, right now while we're reading, don't touch those			
13	NF	323.43	324.59	1.16			but but		
13	NF	325.14	328.89	3.75			but but ## doesn't make me hurt		
13	NF	325.31	325.87	0.56		look at me			
13	NF	330.1	333.0	2.9		but it could accidentally pinch you and I don't want you to get hurt			
13	NF	332.76	333.38	0.62			uh-huh		
13	NF	333.84	336.55	2.71		so let's keep reading and then we can I'll show you how those work			
13	NF	337.59	343.61	6.02		since the moon has no plants or, since the moon has no air or water, there are no plants or animals there			
13	NF	344.79	345.53	0.74				page 5	
13	NF	346.25	348.21	1.96		has anybody ever visited the moon?			
13	NF	349.71	350.52	0.81			no		
13	NF	350.67	351.48	0.81		yes			
